닉네임,댓글,좋아요수,날짜
진성안,만능짜장소스 뒤에서 왜 자꾸 커져ㅋㅋㅋㅋ,107개,2020. 5. 20.
MealDrink밥술한잔,"요리비책 보면, 오늘의 저녁 메뉴를 늘 지정당하는것같다.",111개,2020. 5. 20.
김민영,만능짜장소슼ㅋㅋㅋ왜 점점 커지는건뎈ㅋㅋㅋㅋ,33개,2020. 5. 20.
x펭랑해,"4:32 😭내가해주면 그런말 안할듯 
진짜 맛있어보인당👍🏿😱👍🏿
먹어보고시,,,픔ㅎㅎ",10개,2020. 5. 20.
Hyuni,"이집은 편집, 자막도 맛집이다 ㅋㅋ자막 특히 웃곃ㅎㅎㅎ",79개,2020. 5. 20.
달달쓰,2:46 짜장소스 빼꼼하는 거 커엽ㅋㅋㅋㅋㅋㅋ,29개,2020. 5. 20.
봉이네TV,선생님 저는 3분 카레는 좋아했어도 짜장은 안좋아했는데 선생님 짜장소스는 엄청 맛있더라고요👍👍 짜장덮밥에 총각김치 한 입 하고 싶네요~~,66개,2020. 5. 20.
박지영,1:21 뭔가 썰때 자막 너무 킬포에옄ㅋㅋ 송송썰다가 괄호 벌어지는거 너무 기여웤ㅋㅋㅋㅋ,12개,2020. 5. 20.
Dr,"선생님!  전 선생님의 짜장소스에 대한 강의를 열번정도 정독한결과 드디어 만족할만한 결론도출을 하였습니다!



만능소스구매가 답인듯합니다",20개,2020. 5. 20.
스둘,쓱올라오는 짜장소스홍보 ㅋㅋㅋㅋ진짴ㅋㅋㅋ,27개,2020. 5. 20.
KrazyThursday,오마이갓 홍콩반점 폭신폭신 계란으로 덮힌 짜장밥 너무너무 사랑하는데❤️ 백쌤 레시피 따라하면 그 맛 나나요 넘 기대돼요 함 만들어봐야겠어요 🙈👍👍👍,55개,2020. 5. 20.
BereniceChoong,"This looks like a great light meal! So simple, quick, and delicious 😍",7개,2020. 5. 20.
Zeta,대표님 제 귀에서 백대표님 자장소스 제품이 매진되는 소리가 들리는데 환청아니죠?,2개,2020. 5. 20.
김지훈,선생님 너무 맛있었습니다.. 진짜 양파 열심히 볶고 해서 먹으니깐 너무 맛있네요 짜장밥으로 해서 먹었는데 밖에서 사먹던 것보다 훨씬 더 맛있습니다~,7개,2020. 5. 20.
한접시뚝딱,이보다 쉽고 맛있을순 없겠네요ㅎㅎㅎ,15개,2020. 5. 20.
오늘도밥TodaysMeal,와 진짜 배고프네 뭐먹지 하는데 딱 알람오네...ㅎㅎㅎ,7개,2020. 5. 20.
KoCaKitchen,울 백선생님은 맨날 뭐만 하시고 끝이래... '끝나요..' 넘 좋아요 울 존경하는 백선생님!! 🇨🇦 에서 항상 응원합니다! Thank you for your lovely recipe! ;)😍👍,30개,2020. 5. 20.
쏘뿅이,"오늘의 포인트 ! 2:48~50, 3:27~28
아웃트롴ㅋㅋㅋㅋㅋㅋㅋ 개귀여우셔ㅠㅠ🙈
?? : 만능 짜장소스 사라는거 아니에요!",4개,2020. 5. 20.
요리하는필라강사지니쌤,와우 레시피 넘 좋아여❤️❤️❤️❤️❤️,3개,2020. 5. 20.
간장한종지OnecupofGanjang,간단하고 맛있는 짜장을 이용한 요리법이네요. 그기다 파와 계란의 콜라보와. 맛있는것은 혼자만 아세요. ㅋㅋㅋ 오늘은 새로운 매뉴 하나 추가했습니다.,2개,2020. 5. 20.
tingtinglee,귀찮으면 ㅋㅋㅋㅋㅋㅋ,3개,2020. 5. 20.
노트note휴양지괌에사는것,3:28 중요한 장면📍,2개,2020. 5. 20.
김영래,꼭 귀찮아야 할것 같은데ㅋㅋㅋㅋ 난 귀찮으니까 소스 사야겠다,1개,2020. 5. 20.
p지안,2:48 뭔가 했네요..ㅋㅋㅋㅋㅋ,4개,2020. 5. 20.
요리하는판다,1:10 특수효과ㅋㅋㅋ플래쉬맨인줄,11개,2020. 5. 20.
야마야카스미,1:10 LTE 급 오는 백쌤 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 20.
0교시자취영역0CLASS,오늘도 설레게하는 0:00 ' 안녕하세요 백종원입니다',9개,2020. 5. 20.
홈러버요리로그Homeloverscooking,추천영상 손에 든 것은 무엇? ㅋㅋㅋ,11개,2020. 5. 20.
실버지,진짜 편집자 누구냐ㅋㅋㅋ깡이 대단햌ㅋㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 5. 20.
대관령TVKoreaTripSounds,하루 날 잡아서 짜장소스도 만들고 깍두기도 담아야겠어요. 든든하게~ 👍😁,16개,2020. 5. 20.
BOOSPLEDIS,진짜 아직 미자인 저도 주변에서 쉽게 구할 수 있거나 집에 있는 재료들만으로도 만들 수 있고 많이들 했갈려 할 수 있는것들까지 하나하나 세세하게 알려주시는 백종원 선생님 진심으로 존경합니다♡ 진짜 집에 엄마 없을때 아빠랑 동생한테 만들어주면 정말 맛있다고 개천에서 용난다고(...얼마나 무시했으면)하네요 ㅎㅎ 쌤 사랑해요 ♥♥,3개,2020. 5. 20.
알콩할미네,배고플 시간에 딱!! 아이들 너무 좋아할것 같아요~ 백쌤은 정말 간단하게 후딱 하네요😍👍❤ 마트갑니다~ ㅎㅎㅎ,22개,2020. 5. 20.
자살중독,와 진짜 빠르다..,4개,2020. 5. 20.
JMr,이 영상의 결론 5:18,2개,2020. 5. 20.
3렙뚝배기PUBG,안녕하세유~~,2개,2020. 5. 20.
tushya11,thank you for the english subtitles <3,0개,2020. 5. 20.
륮땡,폭풍업로드..  감사합니다,2개,2020. 5. 20.
요리채널화덕남,"선생님 
짜장 살아있습니다.",6개,2020. 5. 20.
김남빈,신서유기3 보다가 연계로 이영상이 뜨네요 ㅎㅎ,9개,2020. 5. 20.
TV화경,정말 쉽네요. 너무 쉬워서 다음에 만들어야 겠어요.,7개,2020. 5. 20.
꿈없는꿈돌이,저도 짜장밥 별로 안좋아하는데ㅋㅋㅋㅋ 백쌤 짜장소스 진짜 맛있어요,0개,2020. 5. 20.
시로아,편집개웃기네ㅋㅋㅋㅋㅋㅋㅋ여기 밥만 맛있는게아니라 편집도 맛집이였,0개,2020. 5. 20.
SuekyungPark,"??""뜨거워요?""
??:""응""
??""응이모야?""
??""네""",1개,2020. 5. 20.
유자영,"""홍콩반점"" 짜장면 진짜 맛있어요~ 꼭 가셔서, 드셔 보세요~ 가격도 다른 중국집보다 저렴해요~ㅎㅎ",0개,2020. 5. 20.
야쉬엘푸이그,ㅋㅋㅋㅋㅋ순식간에 끝나네 진짜 백쌤 만능짜장소스 시강ㅋㅋㅋㅋㅋ,0개,2020. 5. 20.
김경희,잘 배워서 우리 손자가 짜장밥을 좋아 하는데  해주어야 겠어요 감사합니다~ 선생님이 하는 요리모든 음식 다 너무 맛이 있어요~,0개,2020. 5. 20.
MOM영은맘,"백종원샘 저번에 닭볶음탕 해주니 우리신랑도 애들도 다 잘먹었어요 우리신랑 원래 짜다ㅜ싱겁다ㅜ하는데 아무소리ㅜ안하고 다들 맛나게 먹었어요
백종원샘 요리는 우리나라 사람들 입맛에 다 맞을듯해요 감사합니다😊🤗👍",4개,2020. 5. 20.
꼬물이,언젠간  꼭! 기필코  해먹어 볼께요,5개,2020. 5. 20.
비글이,이집 ppl 잘하넼 ㅋㅋㅋㅋㅋㅋㅋ자막도 개웃겨 ㅋㅋㅋㅋ,0개,2020. 5. 20.
DrHongFreshTV,"우와~ ㅋㅋ 집에서 짜장을 쉽게 만들 수 있고 덮밥까지 가능하다니~ 
요리를 잘 못하는 저로써는 너무 신기하기만 하네요",0개,2020. 5. 20.
KFOREST,덮밥의 또 다른 조리로써의 짜장- 그 향부터 은근하게 입맛을 당길 것 같습니다. 저녁에는 짜장덥밥과 춤을. ^O^,1개,2020. 5. 20.
JiniChung,대충대충 진짜 잘해요 최고!!!,0개,2020. 5. 20.
Dklee,"밥도둑 아닌게 없어유..
아ㅡ 방금 짜글이 햇는데
짜장 덮밥 먹고싶다...  😭😭ㅋㅋㅋㅋ",0개,2020. 5. 20.
호츠TV아이들의행복을위한,와... 만능 간장에 이어 만능 짜장까지...ㅠㅠ ㅋㅋㅋ 감사해요!!,0개,2020. 5. 20.
유자영,"백종원 만능짜장(370g) 홈플러스에서, 3980원에 구입했습니다.",1개,2020. 5. 20.
아따아줌마TVKoreanFoodRecipeMukbang,"백슨생님 따라서 저도 짜장밥 한번 만들어봐야겠습니다아. 걱정하지마세요.
홍홍홍홍",1개,2020. 5. 20.
한방보이,만능짜장 소스 갈수록 커지는거 개욱기네..ㅋㅋㅋㅋ,0개,2020. 5. 20.
양재골TV,혹시 편집 백쌤이 하시는건가요???ㅋㅋㅋㅋ볼수록 기가막힘👍👍,1개,2020. 5. 20.
해피한밍밍,귀여운백종원선생님ㅋㅋ,0개,2020. 5. 20.
전태현,만능짜장 존재감 뭥미 ㅋㅋㅋ,0개,2020. 5. 20.
CookingKoreanfoodathome,I love 짜장면!!!! Greatttttttt! :),0개,2020. 5. 20.
JustinJJeon,진~~~~~~~~~~짜 간단하네요 와,1개,2020. 5. 20.
귀빠진호랑이,3:22 구석에 안 비벼진 달걀이 은근 신경 쓰이넹,0개,2020. 5. 20.
장진영,썸네일 뻔데기 인줄 ㄷㅌ,0개,2020. 5. 20.
원종혁,아니 형님 사지 말라면서요ㅋㅋㅋㅋ,0개,2020. 5. 20.
eunjukim,제가 타이푸드를 좋아하는데 파타이 파씨유 파키마오 만드는법좀 알려주세요,0개,2020. 5. 20.
yunaa,Thank you SUB indonesia❤,0개,2020. 5. 20.
1일1깡,태어나주셔서 감사합니다,0개,2020. 5. 20.
귀여운파트너,백주부님 요새 코로나로 체인 사업  어렵다던데...집에서 먹으라고 소스류를  알려주시는 센스~~~,0개,2020. 5. 20.
맑음,"저도 오늘 간짜장 만들어 먹었는데 비슷하네요😁
금방 만들수있고 맛도 있공~",1개,2020. 5. 20.
화리트,어제밤에보고 오늘 장봐와서 바로 만들었습니다. 계란볶을때 양배추도 넣었는데 맛있네요. 감사합니다.,0개,2020. 5. 20.
YihyangKim,와..조회수 8 실화냐...,0개,2020. 5. 20.
TKFoodLife,짜장 소스 잘 만들어서 밥이랑 라면에 섞어서 먹으면 일주일 내내 먹을수 있을거 같네요!! 🤤,0개,2020. 5. 20.
솥뚜껑TV,"짜장 만능소스를 만들어 놓으니 짜장 덮밥이 금방 되내요.
맛있겠어요 .
해먹어 볼께요 잘 보고 갑니다.
행복한 수요일 잘 보내세요.",0개,2020. 5. 20.
C차차,불닭소스 조금 넣어서 먹어도 맛있어요 오예 레시피 진짜 너무 좋아요,0개,2020. 5. 20.
AliciaPaik,만능짜장소스가 뒤에서 흔들흔들~ㅎㅎㅎㅎㅎ 넘 웃겨요^^ 저는 만능짜장소스 샀어요 내일 짜장덮밥 맛있게 만들어먹을거에요 백대표님 감사해요~,0개,2020. 5. 20.
소꿉파파살짝핀트나간요리,"해먹어야지 해먹어야지 하던
메뉴만 2만가지 될듯 ㅠㅜ 
왜 내입은 하나인가요?",0개,2020. 5. 20.
환환환이,너무 맛있어요 ㅠㅠ,0개,2020. 5. 20.
유머은,종원이아저씨 사랑스러워요!!♡,0개,2020. 5. 20.
