닉네임,댓글,좋아요수,날짜
애주가TV참PD,가성비 안주 열심히 찾고있는거 다 아시죠? 너무 서운해하지마시구!! 좋은거 찾으려고 하는거니까요!! 주말 잘보내세요 ㅎ,256개,2020. 5. 24.
MokaGold,"ㅜㅜ 매진이라 제품이 하나도 없어요 
으어어 쌈장은 인천이라 사러가도 될거 같은데 ㅜㅜ",5개,2020. 5. 24.
은월랑,부모님이 우렁쌈장 좋아하시는데 좋은 정보 감사합니다!  참피디님 고기 뜯는장면 중독성 있.....,10개,2020. 5. 24.
서은아,저 부평 쌈밥집 오구당당이라고 가서먹우면 진짜 맛있는데 쌈장 인터넷사업도 시작하셨네요ㅋㅋㅋㅋ,31개,2020. 5. 24.
묘묘,소갈비찜보다 난 우렁쌈장이 더 맛나 보인당..쩝쩝..😳 밥 비비시는 것 보고 밥 먹었는데 또 먹고싶당..ㅎ,4개,2020. 5. 24.
구리구리,0:16 참피디님에게 야생마 형님의 냄새가 나네요 아주 무자비합니다,9개,2020. 5. 24.
,4:13 역시 배운사람은....,8개,2020. 5. 24.
승빈,당면+팽이버섯 ㄹㅇ 진리지...ㅠㅠ,8개,2020. 5. 24.
괜찮아유,혈관이 막히는 이 맛 ㅋ,5개,2020. 5. 24.
은제환,저거또 매진될게 뻔한데 난지금 돈이 읍다..아아..ㅠㅠㅠ,40개,2020. 5. 24.
엔나A,안색이 점점 안좋아지시는거같은.. 건강 유의하셔요,90개,2020. 5. 24.
이준,애주가TV는 썸넬부터 항상 미쵸...,27개,2020. 5. 24.
sunghoonkim,"우렁쌈밥
여기 맛집으로 유명해요
부평 오구당당..
20년째단골집인데
온라인도 진출했네요",55개,2020. 5. 24.
음미하는시아SiaEnjoyEating,"뼈랑 고기크기부터 대박이네요...👍🏻
갈비탕이나 갈비찜 먹으러가면 가격은 비싼데 고기 크기가 작은 곳이 많아 항상 아쉬움이 많았는데,
29800원에 저정도면 가겨대비 퀄리티 매우 괜찮네요!
애주가님 덕분에 괜찮은 소갈비찜 전문점 알게되어서 감사합니다.
저도 한번 구매해서 먹어봐야겠어요^^",33개,2020. 5. 24.
박지호,3:00 고소합니다,2개,2020. 5. 24.
Qwerty,만화고기 같아ㅠㅠㅠ 맛있겠다.. 참피디님 집에 강아지 키운다면 제가 개집 스스로 들어가서 저 뼈를..,4개,2020. 5. 24.
jykjh,라이브 보고 바로 시켜서 갈비찜 먹었습니다. 역시나 지금은 품절 ㄷㄷ 맛있어요. 나중에 품절 풀리면 재구매 예정. 감사함다 참피디님! ㅎㅎ,2개,2020. 5. 24.
승연쓰,가성비도 좋지만 이렇게 제대로된것도 많이 리뷰해주시면 좋겠어요!!! 감사합니당!!,83개,2020. 5. 24.
칭찬해주세요,너무 늦었다ㅠㅠ 일시품절ㅠㅠ  참피디님이 추천해주시는거 몇번 사먹어봤는데 재구매할정도로 다 성공했었어요.,2개,2020. 5. 24.
나진,"참피디님은 입맛없을때가 언제오시나요?
ㅋㅋㅋㅋㅋ",1개,2020. 5. 24.
엄동희,5:48 그에게 쥐어지는 합격 목걸이  :-),23개,2020. 5. 24.
졍구링,부모님이 좋아하실거같아서 쌈장 바로구매 ㅋㅋㅋㅋㅋ믿고삽니당,1개,2020. 5. 24.
죠르디,"아 시켜먹던곳인데 
다른것도 품절되서 먹기힘든데
이것도 이제 먹기힘들어지겠네 ㅠㅠ휴",1개,2020. 5. 24.
최준호,갑각류 리뷰하는유튜버가 갈비찜 리뷰하니까 색다르네,1개,2020. 5. 24.
이기정,썸네일 갈비라 들어왔는데 4분까지 보고 우렁쌈장 광곤줄 알았어요,1개,2020. 5. 24.
댕댕이,형 고3인데 항상 형 영상보면서 힘내고있어 20살되면 형이 추천해준 안주같은거사서 먹어보도록할께 ㅎㅎㅎ 사랑해요,1개,2020. 5. 24.
달려라병재,5:33  뭘좋아할지 몰라서 다준비했다니 심쿵,1개,2020. 5. 24.
소드,진짜 맛있게 드신다.. 참피디님 ㅠㅠ,1개,2020. 5. 24.
이름짓기귀찮아,6:58 초점이 사라지셨는데?,0개,2020. 5. 24.
옣헿,데파질때 대팤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 24.
MansuJang,와... 대왕 소갈비다...,1개,2020. 5. 24.
미르mir,오늘도 침 한사발 흘리고 갑니당... 츄릅,1개,2020. 5. 24.
skyblue,3:45 우렁특유의 흙내나 비릿내는 나지 않습니다 (?),0개,2020. 5. 24.
세라,저기...저희 집 B TV로 애주가님 다시보기 있어서 볼랬는데 19금이에요.... 안주소개라서..? 술 ? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,32개,2020. 5. 24.
남이우,일끝나구 술한잔하려구 하는데 저게 너므 먹구싶네욬ㅋㅋㅋㅋㅋㅋ아니 4차에서 빵터졌어욬ㅋㅋㅋㅋㅋ참피티님 넘좋아요❤❤,0개,2020. 5. 24.
JiYoo,아.. 나 좋아하는건데.. 해외에 살아서 더 간절하네요 🤦🏻‍♂️,1개,2020. 5. 24.
표후,우렁쌈장  보내드리니 아버지께칭찬이..ㅋㅋㄱㅋ 감사합니다 참피디님ㅋ,0개,2020. 5. 24.
남자니가머인디,고기는  얼마  붙어있도  않고만,1개,2020. 5. 24.
윤콩,"어우 침이 ㅠㅜㅠㅠㅜㅠㅠ갈비탕 진짜 좋아하는데 이건뭐,, 😭최고에효 👍🏻👍🏻",0개,2020. 5. 24.
뀨우,참형 힘들지마 진짜 응원하니까 오래오래 있어줘🤤,0개,2020. 5. 24.
이효주,이거 갈비찜 진짜 맛있음🙆‍♀️,0개,2020. 5. 24.
죽림,난 우렁 쌈장 보단 올갱이 쌈장이 더좋아 ㅎㅎ,0개,2020. 5. 24.
만듀만듀,오구쌈장은 사이트별로 가격이 너무 널뛰네요 머지 옥션 6900원 위메프 5개 45900원  가격차이가.... 쌈장은 가격올린거 같네요 가격 올린곳은 패스합니다...,1개,2020. 5. 24.
바견라이프Hyunchulslife,혈관이 막히는 맛을 위해ㅋㅋ,0개,2020. 5. 24.
아무나123,소갈비 한대 뜯고 싶네. 비쥬얼 좋아.,0개,2020. 5. 24.
아라아아아아,이미 품절 ㅠㅠ,1개,2020. 5. 24.
JohnKim,아 팽이쳐라에 터진게 너무 자존심상해...,0개,2020. 5. 24.
재끼,무자비한형 곧 만나시겠는데요ㅋㅋㅋㅋㅋㅋ,0개,2020. 5. 24.
쑤쑤,갈비사이트 어디인가요ㅜㅠㅜㅜㅜ,0개,2020. 5. 24.
이유라,밥먹으며 봤는데 옆에서 보시던 엄마도 참피티님 너무 좋아하세요 ㅎㅎㅎㅎ 역시 최고👍,0개,2020. 5. 24.
하늘이형아,지금 안사면 몇달 또 기다리게될거같은데.. 어카지..ㅠ,0개,2020. 5. 24.
FALLSKY,부평 우렁쌈밥집 유명한곳 이ㅛ죠 ㅋㅋ 나의단골 우리가게 옆집 ㅋㅋㅋㅋㅋ 참고로 오리고기도 판매 합니다,0개,2020. 5. 24.
애견찡단비TV,"참피디님 ~ 안녕하세용^^  오늘 소잡는 날인가용~! 소갈비 8대를 가지고 오셔서  한가득 끓여드시면 엄청나게  감칠맛  일품 인정 ~!  생방송으로 볼때  들고 뜯는  모습이 너무 먹고 싶어서  동네 갈비집 달려가서  갈비탕 한그릇 먹고 왔지요~!  녹진한 갈비탕 국물에  소주한잔 먹으면  끝~ 국물에 라면 하나 먹어도 아주 마날것같아용~!  참피디님 픽은 가성비, 가심비  월클 인정 ~!!!  참참참!!!",1개,2020. 5. 24.
mirankim,하 새벽에....... 진짜 ......힘들게해........,0개,2020. 5. 24.
해준HaeJunASMR,갈비들 세워서 딱 정렬하니까 세상 이쁘네요 허헣ㅎ헣휴ㅠㅠㅠㅠ,0개,2020. 5. 24.
장래형,참피디님 야상마님 구독하시나보다 ㅋㅋㅋ,0개,2020. 5. 24.
이연,우와 우리동네ㅜㅜ오구당당나오니까 괜히 반갑냉ㅎ오구당당 정식도 진짜맛잇어요~~,0개,2020. 5. 24.
정인아,"4:45  아니 왠 몽둥이가 ㅋㅋㅋㅋ
어쩜 그리  맛~~깔나게!! 뜯으십니까 ㅠㅠ 데파졌을때 넣는 대파 🤣  오늘도 아재력+1 하고 갑니다 ㅊㅊㅊ💚ㅋㅋ 참피디님도 한 주 동안 너무 고생 많으셨어요 👍",0개,2020. 5. 24.
유선삼,"아니 영상 다보고 주문하려고
들어가면 이미 솔드아웃이네...
이젠 영상뜨면 바로 주문하러갈거임",0개,2020. 5. 24.
오늘도밥TodaysMeal,"소갈비 ㄹㅇ...
피디님 점점 더 맛나게 드시는듯..👍
맛난거만 드셔서 그른ㄱㅏ~",0개,2020. 5. 24.
아레스Rs,다이어트만 하면 형님 영상이 제일 먼저 뜹니다 ㅜㅜㅜㅜ 꼬륵..,0개,2020. 5. 24.
야부리,갈비보다 우렁쌈장이보이지 왜...우렁쌈밥먹고싶다ㅠㅠ,0개,2020. 5. 24.
이은화,"정말 맛지게 드십니다^^항상 응원합니다
빠샤★★★★",0개,2020. 5. 24.
김종숙,팽이버섯 ㅠㅠ 소리만들어도 배거파요ㅠㅠ,0개,2020. 5. 24.
갓신다,진짜 참피디님 영상 올라오면 주문을 못해요ㅜ,0개,2020. 5. 24.
강모모,오구쌈장은  많이개선이 필요한듯요..사이트마다  가격차이가  엄청나네요.. 비싸요.ㅜㅜ,0개,2020. 5. 24.
뭉땡뭉땡,"흐어ㅠㅠ 구매할려고 호다닥 들어갔는데 전부 품절이라니!ㅠㅅㅠ크흡
오늘도 눈으로 호강해요오😭ㅋㅋㅋ 기다렸다가 풀리면 꼭 구매해봐야겠어요ㅎㅎ",0개,2020. 5. 24.
아무무,외ㅏ.. 우렁쌈장 레전드다..,0개,2020. 5. 24.
김동원,진짜 복스럽게 잘드시네요 ㅋㅋ,0개,2020. 5. 24.
정세빈,헝 너무 먹고싶다 ㅠㅠㅠㅠㅠ,0개,2020. 5. 24.
김선희,지금주문하면 7월말배송ㅠㅠ,0개,2020. 5. 24.
그레이아빠GreyFather,소갈비가 정말 흉칙하게 크네요... 정말 자비없어여 ㅋㅋㅋ,0개,2020. 5. 24.
포기핵,소갈비에 소주5병각이다 ㅋㅋ,0개,2020. 5. 24.
시크한몽블랑,하루늦게봤다 소갈비120% 매진이다 ㅠㅠ 다음달에나 먹을수있겟네,0개,2020. 5. 24.
우한폐렴,와 진짜진짜 맛있겠다..,0개,2020. 5. 24.
강승인,와 어제 고기 구워먹고 한동안 고기 생각안나겠다 했는데 찜으로 또 먹고 싶네요ㅠ 우렁쌈장도 남은 쌈채소에 탁! 올려서 먹고 싶네요ㅋㅋㅋ 오늘도 좋은 아이템 알아갑니다~,0개,2020. 5. 24.
sungukyum,"소갈비찜은 5월 29일 이후에 주문가능하답니다.....ㅠㅠ,,,,, 하지만 우렁쌈장은 2개 주문했습니다~~~~감사합니다.",0개,2020. 5. 24.
썬더정,근데 저는 미국산 갈비탕은 냄새에 당한적이 있어서 음...,0개,2020. 5. 24.
아담Adam자취생먹방,진짜 저렇게 큰 갈비 들어간 갈비탕이 진짜 맛있더라구요:) 오늘도 대리만족 최고에요 ㅠㅠ 항상 구독자분들 위해서 좋은 안주 소개해주셔서 감사합니다!! 근데 진짜 맛있겠다...😁😁😁,12개,2020. 5. 24.
박스,안색은 조명때문인거같긴한데 걱정하는분들이 많군요,0개,2020. 5. 24.
