닉네임,댓글,좋아요수,날짜
UNDERkg,"- 풀버전 개봉기는 https://bit.ly/3caMmE2
- 갤럭시 탭S6와 S5e랑 족보가 좀 꼬이긴 했는데, 보급형으로 S펜을 지원하는 갤럭시 탭S6 라이트가 나왔습니다!
디스플레이와 스피커, 그리고 칩셋은 탭S5e보다 열세, 스토리지와 S펜 지원은 우세라고 봐야 할 텐데, 예약판매 할인으로는 가성비가 정말 괜찮았고, 현재 정가는 451,000원 부터. LTE 모델도 45,000원밖에 차이가 안 나는 점은 마음에 드네요.
하지만 고속 충전을 지원하면서 충전기는 7.5W 짜리를 넣어 준 것과 지문인식 센서도 없는데 화면 두 번 탭 해 켜기 기능도 미지원인 것은 실망...ㅠ",93개,2020. 5. 6.
박문수,"하드웨어적으로 급차이 두는건 이해함.
그런데 제발 소프트웨어적으로 급차이 두지 않았으면...
할 수 있는건데 일부러 뺐다는 느낌이 강하게 들어서 더 거부감이 느껴져.",343개,2020. 5. 6.
양수빈,아조씨 그거 펜 촉이 위로가도록 해야 착 붙어요 ㅠㅠ 밑으로 하면 매가리없이 붙습니다... 저도 얼마전에 알았어용..ㅋㅋㅋ,185개,2020. 5. 6.
잇섭이던진설명서들,두목님 왜 이렇게 늦었습니카 벌칙으로 6시 내고향 압수,107개,2020. 5. 6.
이상현,펜 촉을 패드 버튼있는 쪽으로 (펜 촉이 위를 바로보게)놓으면 완전 쌔게 착 달라 붙어요!!!,145개,2020. 5. 6.
잇섭의혓바닥,무려 매직키보드보다 저렴!,115개,2020. 5. 6.
미상,06:09 두목님 대체 왜 펜을 반대로 붙이시려고 하는 겁니까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,95개,2020. 5. 6.
치즈치즈케이크,"그냥 이름만 S6 Lite S시리즈이지 실질적으로 
Galaxy Tab A with S Pen (10.4) 인듯",86개,2020. 5. 6.
악성,3:56 카메라가 너무 좋아서 초점이 안 맞습니다..,61개,2020. 5. 6.
소다맛참치sodatuna,0:19 짱구유치원원장님,66개,2020. 5. 6.
최한결,펜 거꾸로 붙여주세요 ㅠㅠㅠ,30개,2020. 5. 6.
PS,"이 영상을 라이트로 보고있습니다 ㅋㅋㅋㅋ

+)저거 냉장고에 붙어요

+)기본 충전기로 4시간 걸립니다
고속은 2시간 20분정도",40개,2020. 5. 6.
KauN,"쿠팡에서 카드사 할인으로 35만원에 구입하지 못한 것을 후회중,,,",8개,2020. 5. 6.
seulchanpark,"탭s6라이트는 조도센서 해결됨
아 영상에 있네",26개,2020. 5. 6.
HyunWooOh,두목..펜 반대로 붙이면 어떡해ㅠ,6개,2020. 5. 6.
악질유저,이거 사용중인 학생입니다 너무 만족해요 가성비로도 너무좋아요 학생이 사용하기에 딱맞는 제품이에요,3개,2020. 5. 6.
HellYeah,S5e S6lite S6 S65G 족보 진짜 왜이래 ㅋㅋㅋ,2개,2020. 5. 6.
둠보이Doomboy,펜붙이는거 방향 뒤집어서 붙이셔야합니다 두목님 그렇게 붙이면 자력이.....,12개,2020. 5. 6.
박주영,2:50 형 여기서 약간 잡음 비슷한 이상한 소리 들리는데?,14개,2020. 5. 6.
WSJ,앗! 태블릿 키보드보다 싸다!,3개,2020. 5. 6.
박아농,족봌ㅋㅋㅋㅋ,1개,2020. 5. 6.
이름,4:20 메세지앱 위쪽에 화이트스팟인가요??,11개,2020. 5. 6.
말하기전에생각했나요,"3:45 아 이 웃음이 뭐라고 계속 돌려보고 있지....




흐흐흫",7개,2020. 5. 6.
테크마니아,드디어 올라왔군ㅋㅋㅋ,1개,2020. 5. 6.
기린이닷,"카페보니 라인은 탭a시리즈인데 디자인이 s6랑 닮아서 이름을 s6 lite로 했다던데
s pen 모델명(?) 탭 a 머시기던데",1개,2020. 5. 6.
김진우,빛반사 ㄹㅇ이냐.... 거울인줄..,2개,2020. 5. 6.
김성준,다시 넣는다고는 한거같은데.. s펜에 번역기 기능 빠졌어요. 공부용이라면서 번역기를 빼다니. 언어를 마스터하라는 깊은 뜻인가,5개,2020. 5. 6.
MB,펜 거꾸로 붙여야합니다,1개,2020. 5. 6.
승민,맥북에어 리뷰 없으려나...,9개,2020. 5. 6.
선선,LCD라서 너무 고민되네요 ㅠㅠ S6 lite 쓰시는 분들 누워서 영상볼 때 괜찮은가요?? 매장가서 보니 시야각이 너무 안좋아서요 ㅠ 저는 누워서 영상 자주보는데 불편할까봐 걱정이에요,0개,2020. 5. 6.
강민찬,2달만 일찍 출시해주지..ㄹㅇ,0개,2020. 5. 6.
읽어주는카린TV,우앙 영상 잘 보고 갑니다!,0개,2020. 5. 6.
Reader,좋은 영상 잘 보고 갑니다~!,0개,2020. 5. 6.
여유로운여유,s5e로 보고있는데 베젤이 겁나 두꺼워보이네요...,2개,2020. 5. 6.
문지호,두목님 부하들에게도 기기를 나누어 주십시오ㅠㅠ,0개,2020. 5. 6.
권현진,영상 + 그림그리기 갓성비,2개,2020. 5. 6.
정서현,탭S6 라이트가 기능이 부족해보인다면 탭S4를 중고로 사는것을 추천. 40만원대에 펜까지 구할 수 있음. 사양이나 기능도 더 괜찮음. 다만 베젤이 좀 두껍고 무거움.,30개,2020. 5. 6.
김무진,5:31 안드로이드11이아니라 안드로이드10이요,1개,2020. 5. 6.
HWY,덱스 아쉽 ㅜㅜ,0개,2020. 5. 6.
앙봉캉동,5:34 췍!!!,0개,2020. 5. 6.
장웅희,윾시 말을 찰지게 잘하시네~~,0개,2020. 5. 6.
MrDestination1408,팬 반대 대장님 반대!!!!,0개,2020. 5. 6.
무드등,처음에 말빠른거 웃겨요 ㅋㅋ  꿀잼인거 인정?,1개,2020. 5. 6.
damagesTaking,탭을 빌려오거나 협찬받아서 그런지 요새 리뷰가 없었는데 이건 리뷰가 되었으면 좋겠네요,1개,2020. 5. 6.
SangCheolLee,아직 탭s2 쓰는데 고장이 안나서 못바꾸고 있음 ㅠㅠ 나도 S펜 쓰고싶다,0개,2020. 5. 6.
피에르조르쥬,잘 봤습니다.,0개,2020. 5. 6.
정을만져라내계,나도텝...ㅠㅠ,1개,2020. 5. 6.
우상철,오른쪽 하단에 펜심이 위로가게 붙여야 강하게 붙어요~,1개,2020. 5. 6.
안인,s5e로 이영상 보고있는데 역시 s5e가 좋다라는 생각이 ㅋ 팬쓸일이 없으면 s5e가 압승인듯,8개,2020. 5. 6.
캬악,자막키고 보고 있었는데 2:02에 ㅋㅋㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 6.
이재웅,0:08 삑사리,0개,2020. 5. 6.
enthusiasticlavender,"동영상: 1:10 갤탭 s6 라이트
두목님: ...애플이 미워지기 시작하는데?

!?",1개,2020. 5. 6.
Grace,"Boss
나중에 최근에 나온 ㅎㅎㅇ 태블릿  리뷰해주세영
대놓고 iPad 카피캣인 그것...",0개,2020. 5. 6.
박종욱,오른쪽에 펜 붙일 때 촉이 위로가게 붙이면 완전 잘 붙습니다 ㅎㅎ,0개,2020. 5. 6.
방잼,두목님 너무 좋아요,0개,2020. 5. 6.
인생은등가교환,"7:34
그의 앙증맞은 사랑고백",5개,2020. 5. 6.
