닉네임,댓글,좋아요수,날짜
DongK,와씨 키자마자 영화 홍보 광고인줄알고 넘기려는데 안넘겨져서 당황..람뀨님 영상이였다니...,516개,2020. 4. 18.
나대지말자,인트로 위해서 얼렐레 열시미 뛰었을 거 생각하면 너무 귀여운듯...........,372개,2020. 4. 18.
바라마,"16:36 
와... 저 립스틱 뚜껑 팁보고 
저거 리필로 교환해서 쓸 수 있으면 대박이겠다 싶었는데........ 
벌써 다 생각하셨어ㅜㅡㅜ 역시 라뮤끄님이에요오오ㅜ🥺",279개,2020. 4. 18.
공주,영상 볼때마다 전미도 배우님과 닮으신거 같아요! 혹시 슬기로운 의사생활 최송화 커버 메이크업 찍어 주시면 안될까요?ㅠㅠ 흡흡  항상 좋은 영상 올려주셔서 감사힙니다ㅠ,142개,2020. 4. 18.
,인트로 광고 찍으라구 했지 누가 영화 찍으래요..언니,187개,2020. 4. 18.
아탑,"진짜 수채화 표현 메이크업은 나무꾼 언니가 최고시다,,,,,,, 끝장난다 진짜루ㅠㅠㅠㅠㅠㅠ❤️❤️❤️❤️❤️",85개,2020. 4. 18.
김사랑,헐 립스틱 진짜 신기하네여...오버립 하는 거 너무 좋아하는데 항상 손으로 했었거든요...대박대박 5월 9일 존버합니다❤ 아 언니 혹시 립스틱 향이 어떤지도 알 수 있을까요??! 사탕향(?)이 나는지 초코향이 나는지..등등??!,66개,2020. 4. 18.
김미리,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이런거하면 우리가 멋있어 할 줄 알았죠 귀여워 죽겠어 ㅠ,31개,2020. 4. 18.
LionelLynnKim,화면상 라뮤끄님 오른쪽 눈 밑에 약간 멍든거 같은데 제 눈이 이상한가요??;;;,57개,2020. 4. 18.
뀨진,인간 복숭아 람뀨언니한테 복숭아 메이크업을 끼얹으시면.... 완전 완벽한 러블리 프리티 복숭아 아닌가요ㅜㅜㅜ💖 짱이에요,63개,2020. 4. 18.
김세영,처음에 무슨 광곤줄 알았어여ㅜㅜ,44개,2020. 4. 18.
밍,출시 전이나 출시하는 날에 전색상 리뷰 올려주셨으면 좋겠어요ㅠㅠ🙏,16개,2020. 4. 18.
김정민,레드투래드 사용하고 피부진정 효과보여주신거 대박인데여,35개,2020. 4. 18.
용용,와 립스틱 존나 .. 최고다 가격만 좋으면 쓸어담을거야ㅠ,3개,2020. 4. 18.
빠기TV,0:33 않이 ㅋㅋㅋ 엘리베이터 버튼누르고 왜 계단으로 뛰어오세욬ㅋㅋㅋㅋㅋㅋㅋ,33개,2020. 4. 18.
권예슬,5월..9일.. 에...끄멀.. 립사기... 메모완료!!,9개,2020. 4. 18.
천사미소,진짜 저 립 나오자마자 사고야만다...ㅠㅠ,8개,2020. 4. 18.
새벽,와 립스틱 색상 진짜 넘 취저예여 ㅠㅠ 나오면 바로 사야지😆🥰🥰,7개,2020. 4. 18.
유정,"앞에 인트로 모야모야❤
역시 람뀨언니 영상 퀄리티 진짜 남다르다 남달라 나두 언니 영상에 나올수 있다면 미세먼지라두 될게",13개,2020. 4. 18.
1팀마케팅,달리기 왜케 빠르신가 해서 계속돌려봤더니ㅋㅋㅋㅋㅋㅋㅋ 배속이었엌ㅋㅋㅋㅋㅋㅋ,10개,2020. 4. 18.
이샤인,"ㅁㅊ 오늘 레전드.........
에크멀...립스틱.....산다...치직",5개,2020. 4. 18.
범또유,코로나땜에 미세먼지 잊고있었는데... 경각심주고 해결책까지 주는 당신은 도덕책....,16개,2020. 4. 18.
구이,하 ... 언니 ....... 저 진ㅁ자 썸네일보고 홀린 듯이 들어왔는데요 .. 진짜 인트로 너무 귀여워서 바닥 내리쳤다가 지금 밑에집이랑 처음 인사했거든요 ... 그리고 언니 귀엽고 예쁠 때마다 바닥 내리쳤더니 내핵까지 갔다왔어요 .. 진짜 .. 에크멀 립 존버단은 재빨리 디데이 적어뒀습니다 흑흑 너무 조아ㅏ 🤍🤍🤍🤍🤍🤍,7개,2020. 4. 18.
SoojinHam,"헐 첨에 유튭 광고인 줄 알고 넋놓고 보고 있다가 나중에 영상인 거 알고 다시 보기 했어욬ㅋㅋㅋㅋㅋㅋㅋㅋ 진짜 금손 라뮤끄님,,, 미스트 넘 궁금하네윸ㅋㅋㅋㅋㅋ!!!!!!!!",21개,2020. 4. 18.
엥잉,뭐야 진짜 너무 예뻐요.. 이번 메이크업 체고.. 눈도그렇고 립 특히 넘 예쁘네요 출시되면 바루 살거에요ㅠㅠㅠ,2개,2020. 4. 18.
RiniRidhawaty,That ssik ssik part though. Never fail to make me laugh,2개,2020. 4. 18.
가루김,립스틱에 팁이있는데 그게 또 교체가가능하다니ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ심지어 색도이뽀 진짜 수고하셨어요 런칭되면 꼭 사야겠어요😭😭,3개,2020. 4. 18.
