닉네임,댓글,좋아요수,날짜
엠브로MBRO,"자막 보실분들은 한국어 자막을 키고 보시면 됩니다
안녕하세요 엠브로입니다 
오늘은 짜파게티와 처갓집 순살 치킨을 먹어봤어용
배가 불러서 처갓집 양념 치킨은 조금 남겼습니다 :)
처갓집이 맛없는건 아니에용
전 개인적으로 양념치킨은 처갓집을 가장사랑해요 ! 
달달하면서도 부드러운 튀김옷이랑 아주 찰떡궁합인거같아요 !
그리고 짜파게티는 그냥 짜장라면 이니 큰 얘기없이 넘어갈게요
항상 자주나오는 질문 또 한번 쭉 적어드리자면
식기는 어떤거에요 ? 르쿠르제에요 (PPL아닌부분입니다)
항상 찍어먹는 치즈는 어떤치즈에요 ? FRITOS 치즈에요 (PPL아닌부분입니다)
얼음컵과 얼음은 어디서 구입했어요 ? 쿠팡이에여 (PPL아닌부분입니다)
가끔 나무 젓가락은 왜쓰시는거에요 ? 젓가락질을 32년만에 고치다보니 많이 서툴러서 미끄러운거 잡을땐 종종써요 
에어프라이기는 어디꺼 사용하세요 ? VOTO 에요 (PPL아닌부분입니다)
옷은 어디꺼에요 ? 제가 입고 나오는건 대부분다 나이키에요 (PPL아닌부분입니다)
오늘 먹은 음식은 스폰인가용 ? 짜파게티,처갓집 모두 (PPL아닌부분입니다)
머리는 어디서 했어요 ? 일산 웨돔에 아이디헤어 스페셜 에서 했어요 (PPL아닌부분입니다)
몸무게는 몇KG이에요 ? 현재 108 키로에서 104.3KG까지 감량했어요 
김치는 어디꺼에요 ? 김치는 매번 바뀌어요 그래서 답변이 애매합니다 :) PPL은 없었어요
마시는 음료는 뭐에요 ? 트레비입니다 (PPL아닌부분입니다)
농촌라이프는 이제 안하나요 ? 이번주에 드디어 촬영 하러 갑니다 기다려주셔서 감사합니다 차량렌트로 픽업해갑니다
촬영자가 따로있나요 ? 네 리얼사운드 들어오면서 촬영,자막,편집 이 따로 생겼습니다 
업로드날은 언제인가요 ? 업로드날은 격일 혹은 편집시간이 긴영상의 경우 3일 정도 걸립니다 
그외 궁금한거있으시면 다음에 또 한번 취합해서 달아놓을게요
오늘도 시청해주신분들 너무너무 감사하구요
매일 재미나고 맛난 먹거리 가지고올게요
그리고 매운 김치 배송오는거 기다리고있는데
배송오면 국밥이랑, 비빔밥 이런것도 조금 선보일게요 
너무 면만 먹은거같아서 다른 음식들도 간간히 한번 삭삭 섞어넣어보겠습니다
감사합니다 다들 좋은밤들되셔요",526개,2020. 4. 27.
민듀왕만듀,물컵이 궁금하신 분들 쿠팡 “리비 비어캔 맥주잔 580ml” 입니다 열정적으로 찾아봤어요🥺,91개,2020. 4. 27.
정프로맛집러,아니 왜 첨부터 끝까지 계속 꼬르륵 소리가 나는데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,258개,2020. 4. 27.
SimoneASMR,Who else is starving in bed,38개,2020. 4. 27.
PB,He changed the sofa position I get so anxious whenever he wears a white hoodie I keep thinking he will stain it lol,2개,2020. 4. 27.
MINE,3:13 저 김치도 뜨겁게 데운 김치인가요??  후~후~,167개,2020. 4. 27.
123뻐정,"이형은 뭔 국룰이 왤캐많아ㅋㅋㅋ


좋아요 100개 감사합니다~~",179개,2020. 4. 27.
김승현,3:13 확실히 습관이 무섭다ㅋㅋㅋㅋㅋ김치를 불어먹어 버리네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,135개,2020. 4. 27.
샤샤,"빨간 거, 검은 거 먹을 때 흰 옷도 국룰인가여",116개,2020. 4. 27.
흐콰,요즘 하루한끼 드시는것 같던데 그냥 드시고 싶은거 드세용 ㅋㅋㅋ굳이 면만 먹는것 같다고 신경안쓰셔도 될듯 라면은 오늘먹어도 내일또 먹고싶잖아요 보는사람도 마찬가지임,198개,2020. 4. 27.
