닉네임,댓글,좋아요수,날짜
차니,디자인은... 잘 하다가 에라이 모르겠다하고 걍 출시해버린 느낌..;;,297개,2020. 5. 23.
파인애플피자,LG: Life was Good,207개,2020. 5. 23.
폰SerYeun,"벨벳의 장단점 
장점:  3.5파이 있음  ,예쁘다
단점:  장점  빼고  싹 다   쥰나게 많다",116개,2020. 5. 23.
혐성,아이고 엘지야... 디자인하나만 좀 괜찮더니만 나머지를 다 버렸냐... 그나마도 쿼드덱으로 음질중시하는 사람들 사이에서는 고평가였는데 그거까지 빼버리고 ap도 저 가격에 765에 g안붙은거 실화냐고 ㅋㅋ 또 적자나겠구나,187개,2020. 5. 23.
박찬수,"삼성 성능 외계인 고문
애플 갬성 외계인 고문
앨지 고문은 하는데 말이 통하지 않음",227개,2020. 5. 23.
쩨끼라우,원래 폰들 나올때 “야~ 어디어디 폰 나왔대~” 이 소리로 알게되는데 엘지 벨벳은 “야~ 엘지에서 폰 나왔는데 개별로래~” 이 소리로 알게됨ㅋㅋㄱㅋㅋㅋㅋㅋ,71개,2020. 5. 23.
김치찌개순대국,그냥 비싼 보급형 폰... 흑우들이 살만한...,129개,2020. 5. 23.
이재승,"근데 저거 생각보다 진짜이쁨...ㅜ 디자인하나보고 사는폰. 인터넷으로 볼때는 그냥 이쁘네? 인데 사람이 사용하면 진짜 존나이쁨 
어차피 요즘 게임들도 저질이라 안하고 단순 기본기능만 자주사용하고 사진도 가끔찍고 음식이나 기념사진만 찍고 크게관심없다면 오히려 Z플립만큼 만족할 수 있는폰임 왜냐하면..이쁘거든 ㅠㅠ",24개,2020. 5. 23.
ASUS,LG 원가 절감 씨게 했네... 융을 안넣다니..,131개,2020. 5. 23.
양현진,아무리 생각해도 벨벳 이해가 안됨........왜 이렇게 출시를 한걸까....?아시는분...ㅋㅋㅋ,93개,2020. 5. 23.
WEARE,사야하는 이유가 안나온뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,37개,2020. 5. 23.
이현규,MR 옷이랑 벨벳이랑 그린 컬러가 쎗뚜쎗뚜~😅👏,23개,2020. 5. 23.
클린맨,"절대 사지 말아야할 이유 6가지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ제목부터 역시 헬지ㅋㅋㅋㅋ




아 어차피 살 생각도 안 함ㅋ",1개,2020. 5. 23.
우엉,"8:31 
이거 반대아닌가요...?",28개,2020. 5. 23.
TewonYoTube,뭔가 형 말투부터 LG를 까고가는거 같은데 기분탓?ㅎㅎ;;,12개,2020. 5. 23.
Hxxx,ㅋㅋ 지금이 2020년이고 폰잘알 사람들이 얼마나 많은데 무슨 15년전 인줄아나? 엘지 임원들은 아직도 우리를 개호구로 보네 ㅋㅋㅋ,9개,2020. 5. 23.
박준우,"아이폰 SE랑 완전 대척점에 있는 폰이네,, 기본기 부족하고 겉면만 그럴싸하게 포장해놓은듯 ㅠ",30개,2020. 5. 23.
vvk2,세상에 언박싱과 동시에 사면 안 되는 이유ㅋㅋㅋㅋㅋㅋㅋ ㅠㅠ,7개,2020. 5. 23.
SHCherryChoe,"MR님 이번영상 훈훈한 대학 선배 느낌ㅠㅠㅜㅜㅜ 근데 벨벳 디자인 하나는 진촤 이쁘다,,;;",9개,2020. 5. 23.
도토리묵,"님들아 벨벳이 얼마나 좋은데요 욕하지마세요ㅠㅠ




내가 쓰고있어요 ㅜㅜ",1개,2020. 5. 23.
KAMI유튜버카미,"MR님 5:30 한국판 s10 5g 엑시 9820이여서
엄청 까였는데;; SD855 아니에요;;  
(s10 5g쓰는데 슬퍼요 ㅠㅠ)",27개,2020. 5. 23.
양석원,LG가 전과는 다르게 색은 잘뽑았는데 색만 잘뽑은게 문제였다...,75개,2020. 5. 23.
고니TV,LG 광고주: 크흠...,57개,2020. 5. 23.
컴퓨터,리뷰하는데 시작부터 절대 사면 안되는 이유 ㅋㅋㅋㅋㅋㅋㅋㅋ,26개,2020. 5. 23.
피스타치오아이스크림,"롤러블 폰 만드느라 개판으로 나왔다고 생각할게
롤러블  폰 기대한다",18개,2020. 5. 23.
mdnmdl,0:23 영상 설명 끝,14개,2020. 5. 23.
Qwerty,"측면, 하단베젤은 괜찮은데 상단배젤이 확실히 두꺼운 느낌.",115개,2020. 5. 23.
이준하,언박싱부터 사지 말아야 할 이유가 나오다니ㅋㅋㅋㅋ....ㅠㅠ,12개,2020. 5. 23.
정우진,0:13 저는 엠알이요><,15개,2020. 5. 23.
정성욱,"원래 사야되는 이유도 있는데 그건 안만드실듯
ㅋㅋㅋㅋㅋㅋ",9개,2020. 5. 23.
88,10:59 あっさり,1개,2020. 5. 23.
난어디든지있는사람이야,"꼭 사야 하는 이유도 없는 벨벳ㅠㅠ




(대충 관짝춤 추는 밈)",34개,2020. 5. 23.
SueP,아니 엘지 진짜 휴대폰 왜 만들까... 휴대폰빼고 다 잘 만든다는게 진리다.,4개,2020. 5. 23.
왕꽃,벨벳 사면 개십호구되는거임 ㅋㅋㅋㅋ,1개,2020. 5. 23.
이재웅,8:31 자막 오류났어요ㅠ lg벨벳 사진 아닌가염,22개,2020. 5. 23.
