닉네임,댓글,좋아요수,날짜
이쁜우리누님,"공부하다가도 11시 되는 걸 보고 풀던거 마저 풀고 왔습니다.......
죄송합니다. 바로 왔어야했는데.....
이건 시청자로서의 도리를 어겼네요.....",47개,2020. 6. 4.
김지환,이젠 번개맨 없이는 살아갈 수 없는 몸이 되버렷!,37개,2020. 6. 4.
FuballClubGelsenkirchenSchalke04eV,실축 드락슬러도 어서 이적해서 세컨드 탈출해 독일 최고의 재능이라 불렸던 이름값을 하길 바랍니다..,24개,2020. 6. 4.
아픈건우,ㄹㅇ하루종일 이것만 기다린다 ㅋㅋㅋㅋㅋ,62개,2020. 6. 4.
FC순돌쓰피파200즐기기,"20:40 아차차! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21:17 아다테타 히사시부리 뜻 알았으면서 모르는척 하네 ㅋㅋㅋㅋㅋㅋㅋ",14개,2020. 6. 4.
,"'조회수 0'

""풋, 고작 그것 가지고 이스타""

'댓글 26'

""???""",48개,2020. 6. 4.
Gunners,11:47 ㄷ가리가 개뚝배기야 ㅋㅋㅋ,8개,2020. 6. 4.
이주원,20:40 임형철 아차차 씹 ㅋㅋㅋ,15개,2020. 6. 4.
김태정,"26:29
“예 오바메양.. 저기, 그... 좀 욕을 해야겠습니다 이 새키”
“네, 저기 세팅 해드리겠습니다”",15개,2020. 6. 4.
강낭콩,36:50 세명의 환상의 화음,17개,2020. 6. 4.
김지헌,이스타형들 항상 이렇게 재밌는 컨텐츠 올려줘서 고마워 매일 11시에 잠도 안자고 보고 있네 항상 구독자를 위해 여러가지 컨텐츠도 하고 하루에 3개 이상 올리는 유튜버는 형들이 처음인거 같애 항성 건강하고 리그 재개되면 이스타tv사람들이 더 많이 볼거야 그때까지만 컨텐츠 유지 잘하고 열심히하는 이스타tv가 되자 정말 형들은 존경받아야 하는 유튜버들이야 쓰다 보니까 길어졌네 항상 건강하게 지내,4개,2020. 6. 4.
박태준,20:40 귀여운 아다 놀리기 재밌어하는 형들ㅋㅋㅋㅋㅋㅋㅋ,7개,2020. 6. 4.
글잉크,드락이 진짜 범용성 개지림 공미훈련만 시켜주면 어디든 박아놓아도 1인분함,2개,2020. 6. 4.
JaeTheBeats,20:39 아다테타의 감탄사,8개,2020. 6. 4.
아재무,39:14 혹시 새인가요?,5개,2020. 6. 4.
김씨,이거 안 보면 잠이 안 온다~ㅜㅜ,12개,2020. 6. 4.
문용주,"최근이스타tv로잠을자는34살팬입니다
해축에관심이많아우연차게이스타tv영상을받지먼정말재밌고하루일과를마치고힐링이될정도입니다그전에는영상이좋아도좋아요는절대안누르고보는사람인데여기콘텐츠를보면절대안누를수가없다는걸느껴습니다정말여기서일하시는분들의정성도알수있는최고의채널입니다앞으로도좋은 영상부탁드리고항상저같은사람에게힐링이되는방송해주셔서감사합니다
정말 주현이형,종윤이형 ,덕연,형철,손변님,조코비님,여기서일하시는요원분들 늘 응원하겠습니다.",2개,2020. 6. 4.
하하하,여러분들 지금 아프리카티비에서 이스타이주헌 들어가시면 생방송 볼수있습니다,5개,2020. 6. 4.
권기태,11:50 대갈슬러야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 6. 4.
voc민띤띤,29:05 덕연좤ㅋㅋ 솔스크재어 ㅋㅋㅋㅋ,11개,2020. 6. 4.
RTO,"그리고 그는 가봉맨에서.
킹봉맨으로 진화한다.ㅋㅋㅋㅋㅋ",1개,2020. 6. 4.
이동선,토트넘 팬이여서 그런지 모르겠는데 계속 상대팀 응원하게 된다 ㅠㅠ,1개,2020. 6. 4.
강낭콩,이스타형 빨리 영상 올려 티모 베르너 첼시 비피셜 떴어 이스타 제일 먼저 다뤘으면,3개,2020. 6. 4.
김건,41:00 장비 여기서 같이 동오해줄 줄 알았는데 안해줘서 당황....,0개,2020. 6. 4.
꼬꼬닭윤,0:23 ??를 가지고있다,1개,2020. 6. 4.
최건,진짜 ㅈㄴ개꿀잼이네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 6. 4.
준혁,드락바 ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ,1개,2020. 6. 4.
21,형님들 첼시 베르너 bbc링크났습니다,1개,2020. 6. 4.
