Unnamed: 0,youtube_id,comment,like_num
0,윤쨔미YoonCharmi,"여러분이 신박하다, 언니 천재다 해줘서 넘 기뿌다잉~~😍💖 사실 넘 야매아닌가 걱정했는데 이거 특허내야 될 각인데유~?ㅋㅋ 💖💖💖 혹시나 나중에 이 방법이 널리 퍼져도 원조는 누구~~? 윤★쨔★뮈★ㅋㅋㅋㅋㅋㅋ 아 내가 생각해도 이번건 좀 신박했어ㅋㅋㅋㅋㅋ 그럼 전 특허청으로 갑니다... 총총...ㅋㅋㅋ ❤️쨤스타그램 → http://instagram.com/yooncharmi",557개
1,권미키,"저 네일샵 하는 사람인데,,,, 이언니 아이디어 최고시닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 언니 아이디어 최고에여ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",16개
2,아잉,"셀프네일 열씨미! 하는 학생인데요
젤네일 빌더젤 같은거는 집에있으니까
오호라만 사면돼겠네요
뒤집어지는 아이디어😻",24개
3,hwanglee황니부부,오호라는 하루빨리 이 영상을 보고 짜미언니와 역사에 남을 콜라보를 하여라.. 🤔🤔🤔🤔🤔🤔🤔🤔,25개
4,푸링글스,오호라 젤네일 인스타에서보고 하나 사봤는데 너무 좋아서 쓰고 또사고를 반복하여 집에 오호라 네일 박스만 한 15개는 되는거같아요 .. 언니도 쓰고 엄마도 쓰시고 저도 쓰니까 상자가 점점 많아지더라구요 ㅋㅋㅋㅋ 혹시 살지말지를 고민하신 분들이라면 꼭 한번씩은 사보시는걸 추천드릴게요 !! 신규회원 가입하고 구매하면 만원이 넘는 젤램프를 무료로 준답니다 !!!! 젤램프 하나만 있어도 엄청 많이 할수있으니까 꼭 한번씩 사보세요 !!!!! ( 오호라 직원아닙니다 ㅋㅋㅋㅋㅋ ),350개
5,오다빈,쨔미 언닝 내가 본 사람 중에 손톱 제일 이뻐ㅇ영 언니 최고!,110개
6,백현이가보고있다,앙 우리 쨤언니가 제일이네 !! 🙇‍♀️ 나도 해봐야겠어요 세상에서 제일 간단해 학생쨔식도 해봐야겠어요 아 코로나라서 학교 안간다요 모 어쨋든 너무너무 이쁘다 ㅜㅜㅠ 오늘도 잘보고 가구 건강해요 🙌 저도 해볼께요 쨔랑해요 ❤️,147개
7,황선미,손톱은 관심없지만 이 언니가 어떻게 재밌게 노는지가 궁금해서 본당,58개
8,녕안,미친 ㅋㅌㅋㅋㅋ나랑 똑같은 사람이 있다니...ㅋㅌㅌㅌㅌㅋㅋㅋㅋ 나만 그런 생각하는줄 알았넽ㅌㅌㅌㅋㅋㅋㅋㅋㅋ나도 저러고 다님 ㅠㅠㅠㅠㅠㅠ,6개
9,김연아,손톱 연장하구 자를때 가위로 자르는 것보다 일자 클리퍼(일자 손톱깍이)로 하는게 더 깔끔하고 일정하고 쉽게할수있어요 클리퍼로하는걸 추천할게요~~~❣,35개
10,mayaa,연장된쪽의 스티커 뒷부분이 끈적이는데 어찌하셨나욤!!,46개
11,혜진,"언니....언니 영상보고 혹해서 오호라에서 7만4천원이나 썼어요ㅋㅋㅋㅋㅋㅋ
빌더젤이랑 붓이랑 매트탑에 언니가 쓴 리얼 손톱색깔 젤까지! 거의 10만원어치 구매했어요🤣
제가 손톱이 엄청 약하고 표면도 매끈하지 않아서 셀프로하는 것들은 금방 망가졌었는데 이 방법으로 튼튼하고 오래가는 셀럽손톱으로 다시 태어나겠어요!",23개
12,도라에몽,언니는 어떰 다 잘해....내가 다 오구오구 잘한다 해주고 싶어 울언니ㅜㅜㅜㅜㅜㅜ😭😭❤❤계속 이러고 싶음 그냥 언니 존재 자체가 살앙스러워...흐악😍,4개
13,채원한,"쨔미언니 길가다 웅덩이 보면 인사해주세요




언니 미모에 녹은 쨔식들 이니깐요><",38개
14,J,언니....진짜 대박적...생각도 못한 방법ㅋㅋㅋㅋㅋㅋㅋㅋ당장 해봐야겠어여ㅋㅋㅋㅋㅋㅋ진짜 언니 천재!,31개
15,강강,"제가 오호라 많이 쓰면서 저렇게 해봤는데
손톱 진짜 잘뿌러지더라구요...ㅎ",2개
16,화이트빼빼로,와 오호라로 저렇게 할줄은 진짜 상상도 못했다🙀,13개
17,chldmsdn,쉐입만 잘잡으면 진자 이쁘겟다 ㅈㄴ 신기하네,12개
18,금미연,7:14 대박적 스멜 베이비 제 웃음 포인트ㅋㅋㅋㅋ,12개
19,아름,와 언니 진짜 대박 아니에요 ㅠㅜ? 맨날 셀프 연장하느라 시간도 너무 많이가고 귀찮은데 이 방법 진짜 대박이에요 ㅠㅠ,35개
20,뿌슝빠슝,엄머머 셀럽손톱!!! 기다렸어용ㅠㅠㅠㅠ 0:32 왼쪽상단에 헉ㄱ걱..❤❤❤ 쨤언니 영상 출연 허걱거걱ㄱㅠㅠㅠ 오호라 인스타 광고로 많이 나오는 거 아닌가용ㅋㅋㅋㅋㅋ 저도 쨤언니 따라서 한 번 해봐야겠어용😍😍,24개
21,하룽,이건 언니 손이 이쁘셔서 그래요..제 손에다가 하면 손톱만 이쁘고 매치가 안되요ㅠㅠ 언니 손 너무 이쁘셔요ㅠㅠ어쩜 날이가면갈수록 이뻐지시죠? 진짜 완전 이뻐요❤❤ 언니 사랑합니다❤,3개
22,현아,쨔미 언니 사랑해여 진짜로 언니가 하이텐션이여서 너무 좋아여..❤️❤️❤️❤️,44개
23,2년전비구리,헐ㅜㅠㅜㅜㅜㅜㅜㅜ저도 화려한 네일 좋아해서 이거 어케해야하지...;;이러고있었는데 언니 덕에 알게됐어요 . .. . 언니 완존땡큐 😍,35개
24,도라에몽,뭠가 솜사탕 나라의 공주님이 솜사탕을 주제로 자기 네일 하는 영상 찍어서 보여주는 늨힘...😍,23개
25,신유진,와ㅠㅠ 💗💗💗진짜 네일 아이디어로 노벨상 받읍시다ㅠㅠ 당연히 셀프 연장해서 했다고 생각했는데 이게 무슨ㅜㅜ 아이디어 진짜 대박이에요😊😊❤️❤️ 그리고 언니 오늘 코디 너무 예뻐요💖 점점 예뻐지는 건 기분탓인가요..?ㅋ ㅋㅎㅋㅎ,23개
26,홍지민,언니 손톱 진짜 이쁘시다 ㅠㅠㅠ,4개
27,이은서,근데 언니는 왜 젤램프 불빛색이 노래요? 저도 샀었는데 보라빛이던데... ???,8개
28,쏭이SSONGE,어멍 이런 뾰족이는 외쿡 언냐들이 많이 하는 그 건가..? 짱이다❤️,40개
29,YeongjiOh,"언니 너무,, 천재에요 진짜 넘 꿀팁 많구 항상 연구하시고 노력하시는게 보여서 감동입니당 오늘두 잘 보고가용❤️",3개
30,여원,코로나 땜에 할꺼 없을 때 하면 시간 엄청 잘 가겠다 ㅎㅎ 오늘도 짜미 언니 이뻐요❤️,21개
31,SEP,이거 진짜 생각 못했어요ㅋㅋㅋ 언니 최고!!,16개
32,의진ARMY,쨤언니는 진짜 얼굴도 이쁘고 화장도 겁나 잘하구 손도 이쁘고 네일도 잘하고 솔직히 못하는거 별로 없다 인정?? 언니 한마디로 넘 이뽀요 ㅜㅜㅜ❤❤,1개
33,uyi,"윤쨔미 언니 손 너무 예쁜거 아닌가요오ㅠㅠㅠㅠㅠㅠㅠ
선댓 후 감상요ㅎㅎ💗",4개
34,지구젤리,와진짜 천재다.... 특허내고 오호라에서도 상줘야됌 진심 살생각1도없었는데 살생각생겼다,0개
35,정이,우리 짜미 언니는..진짜 너무 금손이양..부롭..,2개
36,봉봉,아닠ㅋㅋㅋㅋㅋ언니 정말 대단쓰 어렸을때 싱크빅 진짜 열심히 했나봐 나도 오호라 사용 중인데 생각지도 못했엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 다음에 해봐야겠다(하트),9개
37,한수민,와언니 저오호라 산지 어케아시고ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ빌더젤사서 도전해볼게용♥♥안그래도 쪼끄미 손톱이라 젤네일스티커 붙이고나면 속상했는데 꿀팁최고에용😍😍😍😍,1개
38,빅보,0:31 와 저 유튜브 출연했어요 엄마 저도 이제 셀럽 되는 거죠??,3개
39,신혜선,쨔미언니 진짜 도구활용 왤케 잘하시는거에요ㅋㅋㅋㅋ 연장하고 붙힌적은 많지만 붙임과 동시에 연장이라니.... 언니의 아이디어는 역시 최고네요 👍,0개
40,밍끼끼,"와어! 기존 손톱이 짧아서 오호라 안쓰구 데싱 써왔는데..
이런 방법이.....ㅋㅋㅋㅋㅋ 대박!!!
엉니 천재 맞아요 ! ㅋ
자 이제 지르러 갑니다",0개
41,쑤마니,언니 진짜천재다...쨔뮈 온니는 공부는... 잘했을지 모르겠지만 요론 머리는 대박이야 난 학생 이고 이런손톱하면 연필을 못잡아...,1개
42,얍얍,저도 네일리스튼데...ㅋㅋㅋㅋ 진짜 신박하다ㅋㅋㅋ 이걸 이렇게 쓴다고? 대박이다ㅋㅋ,0개
43,힐링그린,언니 한번도 생각못해봤는데 진짜 기상천외해 짜릿해 체고야 진짜 짜미언니 체고!!!,10개
44,은하,헉...진짜 대박대박 손톱 연장하고 싶은 학생 쨔식도 해봐야 게 써요!!,2개
45,코코,언니 진짜 대박이에요ㅠㅠㅠㅠ 손톱 기르기도 힘든데 연장할 필요도 없이 기분 낼 수 있어서 최고에요!!!!,1개
46,정소윤,언니 네일 진짜 잘하세요ㅠㅠㅠ,0개
47,주은,"이 언니는 손도 개이뿌다ㅏ,,
언니 진짜 내 스퇄 이예융ㅜㅠ
텐션도 하늘을 찌르고ㅜ 사랑함니도❤",0개
48,,"헐 꼭 따라해볼게요 ㅠㅜㅜㅠ
드디어!! 셀럽손톱 ❤",2개
49,입력,"셀프네일 샵 드릴까지 전부 갖춰놓고 하는 사람인데여..
오호라 한번쓰고 현타왔네요
 장비 다 버릴 각",0개
50,RangASMR,와.. 언니 이건 아무도 생각못했을꺼야 ㅜㅜ대박 ..,1개
51,연서,"웃는 얼굴이 너무 이뻐여,,ㅜㅜ 앞으로도 항상 행복했으면 좋겠어요!",0개
52,슬비김,와.진짜.최고에욬ㅋㅋㅋㅋ어케생각하셧는지 신기방기🙃,1개
53,소윤소윤,"헐.. 울쨔미 언니는 손도 어찌 그리 이쁠까❤️❤️
이번 영상도 고생하셨어요!! 🙌  글구 내가 언니 항상 쨔랑하는거 RG?😍😍",1개
54,지윤,오아 대박ㅋㅋㅋㅋ아이디어 귯👏아 그리구 그 엄지검지에 살짝 유수분기 제거하고 하시면 더 완벽하게 하실 수 있을 거에용!!,0개
55,김정기,우왕 언니 손톱 완전이뿌당 ㅠㅠ언닝 글구 다이소 화장품 신제품 나왔어용 리뷰 부탁해용!!!ㅠㅠ,0개
56,푸키,짜미언니 처음부터 태션보소 ㅋㅋㅋㅋ 동네사람들!! 짬언니 흥좀  보고가여!!,0개
57,첼듀,저도 젤네일샵에  가서 매일하는 데 손톱볼때마다 너무 좋아용,1개
58,럽인,전부터 생각만해본건데ㅋㅋ진짜되네...?,0개
