comment,noun,adj,verb
"요즘 질문 엄청 많았던! 그리고 많은분들이 좋아해주신 저의 앞모리 연출 비법을 알려드려용💙🦋💈 그리고 적어도 4번이상 탈색된... 제 머릿결을 살려봅니당..ㅋㅋㅋ🙆🏻‍♀️💃🏻💙🦋
재밋게 봐주세용 랍유 헤이즐넛!!💙🦋💙🦋","['요즘', '질문', '모리', '연출', '비법', '이상', '탈색', '머릿결', '랍유', '헤이즐넛']","['많다', '많다', '좋아하다', '재밌다']","['알다', '드리다', '되다', '살리다', '보다', '보다']"
언니 헤어에센스 바르실 때 머리카락을 비비면서 바르면 머리카락에 있는 단백질층이 더 쉽게 상해서 비비지 않는게 좋아요!!,"['언니', '헤어', '에센스', '머리카락', '머리카락', '단백질', '층', '상해', '비비']","['있다', '좋다']","['바르다', '비비다', '바르다', '쉬다', '않다']"
"아악 댓 첨다는 조금 오래된 헤이즐넛인데, 오늘도 미모 너무 예뻐요 온니ㅠ😍💖 그리고 머릿결관리라니익 진짜 사랑해언니❤❤ 이제 올라오는 모든 영상마다 댓글달구야","['아악', '댓', '조금', '헤이즐넛', '오늘', '미모', '온', '머릿결', '관리', '익', '진짜', '사랑', '언니', '이제', '모든', '영상', '구야']","['오래되다', '예쁘다']","['달다', '하다', '올라오다', '댓글달다']"
언니 앞머리 있는거 진짜 미쳤어....,"['언니', '앞머리', '진짜']","['있다', '미치다']",[]
"우리 헤이즐언니가 앞머리가 있으면 어떻고 없으면 어떻겠는가,,,예쁘기만 더 하겠습니까..💗💗💗 사랑헤요 헤이즐❤️","['우리', '헤', '즐', '앞머리', '사랑헤', '헤이즐']","['있다', '어떻다', '없다', '어떻다', '예쁘다']",['하다']
"앞머리 헤어피스 생각보다 엄청 자연스럽네요 개인적으로 헤이즐님 앞머리 있는게 더 취향이에요..,,체고,,,","['앞머리', '헤어', '피스', '생각', '개인', '헤', '즐', '앞머리', '취향', '체고']","['자연스럽다', '있다']",[]
아니 매번 영상을 이렇게 찍어주시면 너무 감사한거 아닙니까 !!! 근데 진짜 이번에 헤이즐님 김희선님 이미지 똑닮인데요 ?!! 완전 미쳤어요 ㅜㅜㅜ너무 이쁘심!!! 왜때문에 옛날부터 지금까지 앞으로도 계속 이쁜거죠 리즈계속찍으실건가요 !!?? 부럽슴다 짝짝짝,"['매번', '영상', '진짜', '이번', '헤', '즐', '김희선', '이미지', '똑', '완전', '심', '때문', '옛날', '지금', '계속', '리즈', '계속', '가요', '짝짝', '짝']","['아니다', '아니다', '미치다', '이쁘다', '이쁘다', '부럽다']","['찍다', '감사하다', '닮다', '찍다']"
언니❤️ 진짜 영상 너무 유익해서 좋았어요!!! 머리결 관리법!! 오일 발라도 떡지지 않는다는게 너무 신기해요.... 사용해봐야겠어요 😱❤❤❤ 울 언니 오늘도 영상 보구 힐링이용😖❤,"['언니', '진짜', '영상', '머리', '결', '관리', '법', '오일', '발라', '떡', '지지', '사용', '울', '언니', '오늘', '영상', '보구', '힐링', '이용']","['유익하다', '좋다', '신기하다']","['않다', '해보다']"
저런 꿀팁 같은거 헤이즐님이 제일 솔직하게 알려주시는거 같아요 ㅜㅡㅜ 전 그런 꿀팁 아까워서 안 알려주고 저만 할거같은데 역시 본받아야될 점이 많아요🥺💗💗💗,"['저런', '꿀팁', '헤', '즐', '제일', '꿀팁', '역시', '점']","['같다', '솔직하다', '같다', '그렇다', '아깝다', '같다', '많다']","['알다', '알다', '하다', '본받다', '되다']"
저 인스타에서 헤이즐님 앞머리생긴 사진보고 넘흐 이뻐서 꾀꼬닥 넘어졌었다구욧!!!! 진짜 너~~~~~무너무너무!!! 이뻐서 거의 맨날 그 사진 본다구욥.. 하.. 싸랑해요❤️,"['인스타', '헤', '즐', '앞머리', '사진', '보고', '꾀꼬닥', '욧', '진짜', '무', '거의', '사진', '욥', '싸랑']","['이쁘다', '이쁘다']","['생기다', '넘어지다', '보다', '하다']"
헤이즐님 앞머리 피스 영상 옛날에 보고 진짜 신세계다 싶었는데 다시 봐도 신세계... 헤어피스를 누가 앞머리로 만들 생각을 해요ㅠ 헤이즐님 가방끈 ㅠ💙💙,"['헤', '즐', '앞머리', '피스', '영상', '옛날', '보고', '진짜', '신세계', '다시', '신세계', '헤어', '피스', '누가', '앞머리', '생각', '해', '헤', '즐', '가방', '끈']",[],"['싶다', '보다', '만들다']"
English subtitles are complete!👍😍❤️,[],[],[]
탈색해서 진짜 약간 헤어에센스? 사고 싶었는데 진짜 어떡해 이런운명이.. 언니 앞머리 박제 하자..진짜 여신님인쥴요...❤️❤️❤️,"['탈색', '진짜', '약간', '헤어', '에센스', '사고', '진짜', '해', '운명', '언니', '앞머리', '박제', '하자', '진짜', '여신', '쥴']",['어떻다'],"['하다', '싶다']"
"나이가 먹으면 먹을수록 왜 이렇게 더 이뻐지고 젋어지나요..🙈 평생 유튜브 크리에이터로 영상 찍어쥬세요 언니만 보면 그냥 소확행..행복함 느끼는중 이번 영상도 느무 재미있게 잘봤어용

혹시 입은 니트반팔가디건 어디제품인지 알수있을까요??

남은 주말 더운데 행복하고 즐거운 하루보내세요❣","['나이', '젋', '지나', '평생', '유튜브', '크리에이터', '영상', '언니', '그냥', '확행', '중', '이번', '영상', '느무', '혹시', '니트', '가디건', '어디', '제품', '주말', '하루']","['이쁘다', '행복하다', '재미있다', '덥다', '행복하다', '즐겁다']","['먹다', '먹다', '찍다', '보다', '느끼다', '보다', '입다', '알다', '남다', '보내다']"
머리색 완전 찰떡이에요ㅠㅜㅠㅠㅠ❤️,"['머리색', '완전', '찰떡']",[],[]
"와우 앞머리 연출하는거는 대박이예요👍 매일 같이 자를까 말까 고민하는데 저거 있으면 정말 좋을듯!! 
꿀팁 고마워옹♥♥","['와우', '앞머리', '연출', '대박', '매일', '고민', '정말', '꿀팁', '옹']","['있다', '좋다', '고맙다']","['하다', '자르다', '말다', '하다']"
"언니 머릿결관리해서 얼마나 더 이뻐질려고오
우리생각해야지 우리 눈 멀면 어떻게 인정하시는 분 손","['언니', '머릿결', '관리', '얼마나', '우리', '생각', '우리', '눈', '인정', '손']","['이쁘다', '멀다', '어떻다']","['하다', '질리다', '하다', '하다']"
헤이즐 살롱은 항상 믿고봅니다!!! 오늘도 꿀팁 전수 받아갑니다 사랑해용❤️,"['헤이즐', '살롱', '항상', '오늘', '꿀팁', '전수', '사랑']",[],"['믿다', '보다', '받다', '가다', '하다']"
앞머리 진짜 꿀팁이에요!!!,"['앞머리', '진짜', '꿀팁']",[],[]
"언니 진짜 미툣어요..... 갈수록 편집두 콘텐츠도 더 다양해지구 더 예뻐지구 진짜 너무너무 져아영...ㅠㅠ 빨리 구독자 100만명 갑시다.ㅠ.ㅠ 이번년에 진짜 언니 팬미팅.. 가구싶었는뎅..ㅠㅠ ...주길놈의코로나X끼들 때무넹..ㅠㅠ
진짜 오늘 영상두...눈호강에 꿀팁까지.😍❤❤ 항상 자기전 눈힐링영상..싸랑해영...😘🤩❤🧡💛","['언니', '진짜', '미툣어', '갈수록', '편집', '콘텐츠', '진짜', '아영', '독자', '이번', '진짜', '언니', '팬미팅', '뎅', '놈', '코로나', '때무넹', '진짜', '오늘', '영상', '눈', '호강', '꿀팁', '항상', '눈', '힐링', '영상', '싸랑']",['예쁘다'],"['다양해지다', '지다', '가다', '가다', '주다', '자다', '하다']"
Love u ❤,[],[],[]
언니 이즐화실에서 보여주셨던 심장작품 완성작 보고싶어요!!🔥🔥,"['언니', '즐', '화실', '심장', '작품', '완성', '작']",[],"['보여주다', '보다']"
"언니 혼자 시간거꾸로 돌아가고있죠ㅠㅠㅠㅠ 
너무이쁜거아니에용ㅠ🥺❤️❤️","['언니', '혼자', '시간', '거꾸로']",['이쁘다'],['돌아가다']
