닉네임,댓글,좋아요수,날짜
nachthimmel7877,ASMR이 대체 뭐라고... 유자 에센스 꺼내서 흔드시는 장면부터 현웃 빵 터져서는 웃음이 안 멈춰욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이게 뭐야 도대쳌ㅋㅋㅋㅋㅋㅋ 봄 메이크업 너무 이뻐서 보려고 들어왔더니 뭘 보다 가는건지 모르겠어욬ㅋㅋㅋㅋㅋㅋㅋㅋ,371개,2020. 4. 10.
A미미공쥬,"나는 왜 스킨 병 토도독하는 것부터가 웃기지,,,?,,,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",214개,2020. 4. 10.
PinkAmy핑크에이미,11:28 asmr에 상당히 진심인 편,542개,2020. 4. 10.
애기호랑이,10:14 머리카락이라눀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 울어요 저 언니ㅠㅠㅠㅠㅠㅠㅠ,319개,2020. 4. 10.
NoofK,I love you for this !💖 even tho I don’t understa you’re so calming... I cant sleep and u helped me getting sleepy😴  thanksssss,8개,2020. 4. 10.
백종원진심녀,"와; 언니는 차에 기름 넣을때 뭐 넣어요? 휘발유???


난 당신 온리유 ✨💖💗",296개,2020. 4. 10.
한서아,"17:20 
24:05 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ세상에서 제일 귀여움 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ",190개,2020. 4. 10.
혜윰Hyeyoum,"24:05 칭챤 에헹ㅎ힣ㅎ

ㅋㅋㅋㅋㅋㅋㅋ ㅋ 우리언니개기여어 ㅠ 온세상 다 깡으로 가져버려 ㅠ",138개,2020. 4. 10.
갈fallkim,아 뭐야 썸네일보고 개이뻐서 아껴놨다가 이제 보는데 나 뭘 보고 있는거야 너무 웃겨 진짜 웃느라 배꼽 빠지는중 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ🖤🖤🖤,15개,2020. 4. 10.
그램,헤어..언니의 헤어 튜토리얼이 너무나 간절합니다...!!!🤍,78개,2020. 4. 10.
몽그리몽글,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 화장품 톡톡 건드릴때 왤케 느끼면서 토도도독.... 너무웃겨욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,85개,2020. 4. 10.
류지,1:29 아까부터 목은 왜 움직이는 걸까요? ㅋㅋㅋㅋ,70개,2020. 4. 10.
이수정,01:26 고개는 왜 그렇게 들고 계신거예요...ㅌㅋㅋㅋㅋㅋ 머무 귀여워 진짜 어떡해,42개,2020. 4. 10.
glaelunii,언니 진짜 진지하게 예쁜척만 하는 영상 보고 싶어요 ..,13개,2020. 4. 10.
EuGene,4:37 여기서 왜 전 연예인 김민교 님이 생각난 거죠 ㅋㅋㅋㅋㅋㅋㅋ,5개,2020. 4. 10.
70,그래서...1일 1깡 그만두신거에요...? 진짜 초특급으로 귀엽고 재밌었는데...,33개,2020. 4. 10.
딸기라떼,10:17 아 친구들 말넘심 아닌가여...ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,39개,2020. 4. 10.
강지민,진짜............평범한 ASMR이 아니닼ㅋㅋㅋㅋㅋㅋㅋ넘무 웃겨욬ㅋㅋㅋㅋ진짜 짱이에요><! 체곱니다!!,11개,2020. 4. 10.
용이,아닉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뭉뭉이 깜짝 출연에 화들짝 표정 무엇 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 사랑스럽 ㅋㅋㅋㅋㅋㅋㅋㅋ,32개,2020. 4. 10.
승승장구,10:15 아진짜너무웃겨욬ㅋㅋㅋㅋ현웃터졌자낰ㅋㅋㅋㅋㅋ,78개,2020. 4. 10.
은정갤러리,24:05 넘기엽,43개,2020. 4. 10.
Myserapic,이 언닌 안받는 컬러가 읎어...ㅜㅜ,34개,2020. 4. 10.
릴리유HandmodelASMR,"너무 예쁜거 아니냐며,,,,💗💗 언니가 하는 건 뭐든 다 좋다며,,,💜💜",61개,2020. 4. 10.
kiki,真的是我最喜歡的美妝youtuber💖💖💖💖💖 from TAIWAN,3개,2020. 4. 10.
70,24:04 칭촨...에엫 에헤잉♡,50개,2020. 4. 10.
세상의모든취미세모취,"왜 전 물광느낌이 안나죠... ㅡㅡ
피부화장 너무 이뻐용 ! 😍😍",2개,2020. 4. 10.
예린,"13:49  언니 진짜 사랑해요ㅠㅠㅠㅠㅠㅠㅠ 아 너무 웃겨,,,❤",15개,2020. 4. 10.
오돌쇠TV웃고싶으면제채널오삼,"얼굴에 거품 묻으셨네요




언빌리버블",46개,2020. 4. 10.
juhyeY,"8:38 희번뜩 ,,,!ㅋㅋㅋㅋ 그래도 예쁘네영 언니💓",21개,2020. 4. 10.
애기호랑이,8:40 언닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 화난 거 아니죠..?,28개,2020. 4. 10.
HM,20:38 와..사랑의 불시착 황우슬혜님 이신줄,12개,2020. 4. 10.
PWJPJH,English subtitle please 😭,2개,2020. 4. 10.
SallyLee,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ asmr는 그냥 사운드가 제일 중요한데, 유일히 표정까지 신경쓰면서 컨텐츠만든 완벽장인 화장쟁이 ㅋㅋㅋㅋㅋㅋㅋㅋ",4개,2020. 4. 10.
UDinggull,24:36 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2개,2020. 4. 10.
에이미차이,아니 왜케 귀엽지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6개,2020. 4. 10.
에이미차이,아니 왜케 귀엽지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4개,2020. 4. 10.
JiHan지한,24:05 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ넘웃겨욬ㅋㅋㅋㅋㅋㅋ 오구오구 궁디팡팡 👏,5개,2020. 4. 10.
예압쉐킷바레,"언니는 c급이야







문화재 등록 '시급'",29개,2020. 4. 10.
에이미차이,아니 왜케 귀엽지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3개,2020. 4. 10.
이지후,언니 개학은 미뤄졌지만 학교에서 하면 좋은 과하지 않은 학생메이크업 해주세오 ㅠㅜ,1개,2020. 4. 10.
NANGL,아니ㅋㅋ 차분하게 시작했는데 난 왜 빵터진거지ㅋㅋㅋ,1개,2020. 4. 10.
SUMINKIM,24:05 잠깐. 머리 감았는지 확인합니다🚨🚨,13개,2020. 4. 10.
AliceEsperanza,I love your vids. They’re so relaxing! Lol I have no idea what you’re saying though 😅☺️,0개,2020. 4. 10.
샐리,02:43 아니 미칰ㅋㅋㅋㅋㅋㅋㅋㅋ너무 귀여운거 아니냐고ㅠㅠㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅜㅠㅠㅜㅠㅜ뮤;ㅣ나ㅜㅠ;ㅐ우뉴뉴ㅜ;ㅣㅁ나ㅜㅠ;ㅣㅏㅁ누ㅠㅜㅠㅜ❤️🧡💛💚💙💜;ㅣㅏㅜㅠㅐ누ㅝㅏㅝㅏ누ㅝ나ㅠㅜ,0개,2020. 4. 10.
우주꿀꿀떡,"표정으로느낀다길래 뭐지..?했다가 asmr 하는거보고 바로 이해됐어여ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
오늘도 넘 이쁘-☆",1개,2020. 4. 10.
퓨어민puremin,24:06 이히잉 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 귀여우 우런니💗💗💗,0개,2020. 4. 10.
유찌딘Zzidinyu,10:17 어... 입 위에 머리카락.. 자란다..웃으면 안되는데...ㅋㅋㅋㅋㅋㅋㅋ 진짜 너무 좋다 털털함🤍,0개,2020. 4. 10.
TTINNA,8:39 아니 소리중심인데 왜 시선부터 강탈되는거죠ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0개,2020. 4. 10.
ErvaKarabulut,I don’t understand anything but I still love watching your videos😅💛,21개,2020. 4. 10.
