닉네임,댓글,좋아요수,날짜
인간녀석10년전,아니 제발 LG야 기능좀 그만숨기고 그 기능을 광고해 마케팅부가 없는것도 아니고 장.점을 광고하라고 이상한거 광고하지말고 니네폰 잘만들어 실제로 써봤을때 스피커 끝내줘 그럼 스피커를 광고하면 되잖아 왜 그 장점을 광고를 못하냐고 멍청이들아,10개,2020. 5. 15.
나무국수,LG에서 별도로 만든거도 아니고 그저 안드로이드10 버전부터 생긴 기능일 뿐. 다른 안드로이드 폰도 막아놓지만 않으면 되는 기능,72개,2020. 5. 15.
rpelta,"지원되는건 좋지만
이걸 엘x가 홍보한다는건 말이안되지
구글에서 만든기능을ㅋㅋㅋㅋㅋ
진짜 엘x팬들도 점점 엘x화되는거같음 ㅜ",44개,2020. 5. 15.
한국인korean,LG 벨벳 배경화면은 ㅇㅈ합니다,21개,2020. 5. 15.
hyeonghoyun,"엘지야 딴트공님이 지금 피의 실드를치시면서 어떻게든 인공호흡해주시자나.
우리도 알지 폰은 삼성폰과 애플폰인거. 


 좀.. 홍보팀 일해라.",23개,2020. 5. 15.
manretail,아니 무선충전도 25w까지 된다면서요ㅋㅋ 왜 이런거 홍보를 안하고 디자인만 말하는지;;,12개,2020. 5. 15.
정민우,G8부터 해줬는데 아무도 몰라ㅠㅠㅠㅠㅠ 왜 홍보를 안하니,15개,2020. 5. 15.
KingFrog,AP만 855였다면 충분히 매력이 있었을텐데..ㅠ,8개,2020. 5. 15.
그냥,"G7, G8, V50, V50s 모두 업데이트 되어 가능합니다.",13개,2020. 5. 15.
BLACKVTMC,확실히 덱스랑 많이 차이가 나네요... 진짜 덱스 초기를 보는 것 같아요. 바탕화면 앱 편집도 안 돤다는 것은 확실히 큰 문제점이네요 ^^,1개,2020. 5. 15.
HusanAisi,Lg는 좀 더 전부터 데스크탑 모드를 지원했습니다. 구글에서 만든거라는 말이 있는데 그거랑은 살짝 다른 것을 보아 Lg측에서 개량했든 어쨋든 손을 댄 것 같습니다.,4개,2020. 5. 15.
김도현,DEX가 더 좋은듯ㅋㅋㅋㅋㅋㅋ,1개,2020. 5. 15.
음악지기ND,엘지가 취약한 부분이 지속적인 업데이트가 없다는 점인데요. 이런걸 감안한다면 과연 선택해야할까요?? 물론 선택은 소비자의 몫이겠지만 말이죠?,9개,2020. 5. 15.
,형... 이미 lg 직원도 ㅇㅈ한 망한폰이야... 이제 그만 묻어두자,15개,2020. 5. 15.
HARU하루,데스크탑모드는  아직  개선이  안대서  안알려준거아닌가요???,3개,2020. 5. 15.
니라자고가내,듀마레는 말방규~ 인트로는 언제봐도 안질려 ㅋㅋㅋㅋㅋ,9개,2020. 5. 15.
JohnLee,실제로 얼마나 쓰게 될진 모르지만 참 좋은 정보네요ㅎ엘지도 제발 잘 됐으면 좋겠네요..,1개,2020. 5. 15.
김도현,오늘도 즐겁고 유익한 영상 감사합니다~ 재밌게 보고있어요~,1개,2020. 5. 15.
